"","Date","Open","High","Low","Close","Volume"
"32",2011-02-23,2844.98999,2868.483887,2839.195068,2862.63501,111000
"33",2011-02-24,2861.393066,2881.537109,2854.562988,2878.603027,109800
"34",2011-02-25,2876.7771,2890.323975,2848.649902,2878.564941,1e+05
"35",2011-02-28,2880.169922,2906.168945,2861.816895,2905.052979,118800
"36",2011-03-01,2906.284912,2931.580078,2901.552002,2918.919922,136600
"37",2011-03-02,2905.513916,2924.962891,2883.565918,2913.808105,133400
"38",2011-03-03,2918.730957,2937.556885,2900.760986,2902.978027,150400
"39",2011-03-04,2902.189941,2944.458984,2898.083984,2942.305908,118200
"40",2011-03-07,2952.720947,3000.428955,2952.720947,2996.210938,160200
"41",2011-03-08,2996.727051,3001.625,2976.600098,2999.941895,126600
"42",2011-03-09,3002.545898,3012.043945,2989.342041,3002.154053,124800
"43",2011-03-10,2995.768066,2995.768066,2954.366943,2957.143066,123800
"44",2011-03-11,2942.418945,2966.97998,2927.683105,2933.795898,116000
"45",2011-03-14,2923.981934,2939.6521,2914.458008,2937.626953,117000
"46",2011-03-15,2927.983887,2927.983887,2850.945068,2896.256104,155000
"47",2011-03-16,2894.251953,2934.018066,2894.251953,2930.803955,130800
"48",2011-03-17,2906.955078,2935.625,2885.650879,2897.298096,137800
"49",2011-03-18,2920.805908,2930.605957,2900.87207,2906.88501,100600
"50",2011-03-21,2913.913086,2927.072998,2895.154053,2909.136963,96800
"51",2011-03-22,2917.687012,2923.39209,2884.750977,2919.14209,95200
"52",2011-03-23,2919.016113,2950.422119,2911.625977,2948.477051,112600
"53",2011-03-24,2949.850098,2958.663086,2942.134033,2946.706055,109000
"54",2011-03-25,2948.541992,2985.083008,2946.697021,2977.813965,136400
"55",2011-03-28,2985.355957,3005.781982,2979.196045,2984.004883,156000
"56",2011-03-29,2979.86499,2994.174072,2953.540039,2958.076904,168600
"57",2011-03-30,2955.452881,2968.181885,2935.74707,2955.770996,126400
"58",2011-03-31,2954.653076,2961.629883,2914.384033,2928.111084,109000
"59",2011-04-01,2932.480957,2967.846924,2924.394043,2967.409912,99800
"60",2011-04-06,2964.211914,3005.238037,2963.898926,3001.360107,141600
"61",2011-04-07,3003.204102,3012.288086,2990.311035,3007.908936,124800
"62",2011-04-08,3005.36792,3031.096924,2998.340088,3030.020996,114400
"63",2011-04-11,3037.909912,3059.566895,3019.88501,3022.746094,147200
"64",2011-04-12,3012.794922,3039.124023,3003.445068,3021.368896,146000
"65",2011-04-13,3006.830078,3050.400879,2994.465088,3050.396973,128200
"66",2011-04-14,3049.666992,3058.239014,3036.726074,3042.63501,129400
"67",2011-04-15,3036.344971,3062.530029,3020.156006,3050.525879,128600
"68",2011-04-18,3040.531006,3067.456055,3037.188965,3057.329102,137400
"69",2011-04-19,3038.806885,3038.806885,2996.221924,2999.041016,141800
"70",2011-04-20,3005.975098,3019.123047,2992.672119,3007.037109,119800
"71",2011-04-21,3021.77002,3035.470947,3012.543945,3026.666992,121600
"72",2011-04-22,3025.697998,3032.965088,3004.465088,3010.51709,118600
"73",2011-04-25,3003.031006,3003.610107,2964.643066,2964.950928,117400
"74",2011-04-26,2956.948975,2970.278076,2931.501953,2938.980957,95200
"75",2011-04-27,2946.326904,2961.133057,2907.662109,2925.407959,105400
"76",2011-04-28,2937.947021,2953.193115,2884.839111,2887.042969,105200
"77",2011-04-29,2886.628906,2913.555908,2871.01001,2911.51001,87600
"78",2011-05-03,2911.51001,2933.459961,2890.225098,2932.187988,96400
"79",2011-05-04,2916.844971,2916.969971,2860.074951,2866.01709,111400
"80",2011-05-05,2854.768066,2880.125,2849.909912,2872.404053,91000
"81",2011-05-06,2842.763916,2881.706055,2834.456055,2863.885986,91000
"82",2011-05-09,2868.235107,2885.177979,2861.418945,2872.459961,81600
"83",2011-05-10,2876.97998,2891.033936,2865.104004,2890.634033,81200
"84",2011-05-11,2890.353027,2897.141113,2868.349121,2883.419922,92400
"85",2011-05-12,2864.976074,2876.447998,2843.096924,2844.083008,100200
"86",2011-05-13,2846.311035,2871.991943,2832.253906,2871.031006,93200
"87",2011-05-16,2864.376953,2877.091064,2846.305908,2849.066895,84600
"88",2011-05-17,2846.447021,2869.22998,2821.202881,2852.772949,94800
"89",2011-05-18,2846.725098,2877.427002,2843.676025,2872.770996,76800
"90",2011-05-19,2879.386963,2884.141113,2856.829102,2859.573975,77000
"91",2011-05-20,2858.311035,2866.762939,2850.445068,2858.458984,70800
"92",2011-05-23,2853.285889,2853.285889,2771.116943,2774.569092,98600
"93",2011-05-24,2766.059082,2771.748047,2744.7771,2767.055908,74800
"94",2011-05-25,2764.560059,2771.177002,2737.330078,2741.740967,74400
"95",2011-05-26,2755.394043,2764.889893,2734.535889,2736.5271,78800
"96",2011-05-27,2739.386963,2746.842041,2708.548096,2709.947021,82600
"97",2011-05-30,2704.485107,2728.062012,2689.206055,2706.361084,65200
"98",2011-05-31,2707.559082,2744.934082,2702.094971,2743.471924,68000
"99",2011-06-01,2737.056885,2744.559082,2726.495117,2743.572021,68600
"100",2011-06-02,2715.315918,2727.995117,2676.538086,2705.180908,86000
"101",2011-06-03,2701.772949,2732.427002,2701.25,2728.02002,68000
"102",2011-06-07,2720.969971,2745.77002,2717.312988,2744.300049,65000
"103",2011-06-08,2742.041992,2754.12207,2715.25,2750.288086,74200
"104",2011-06-09,2743.539062,2747.332031,2702.695068,2703.344971,83400
"105",2011-06-10,2696.129883,2707.741943,2672.320068,2705.143066,73400
"106",2011-06-13,2687.653076,2703.423096,2669.395996,2700.378906,63000
"107",2011-06-14,2696.2229,2735.552002,2691.670898,2730.040039,83000
"108",2011-06-15,2717.677002,2730.476074,2705.072021,2705.430908,74800
"109",2011-06-16,2685.63208,2691.944092,2663.120117,2664.281982,71000
"110",2011-06-17,2661.414062,2675.0271,2641.39209,2642.818115,64400
"111",2011-06-20,2635.833984,2637.883057,2610.98999,2621.25293,60000
"112",2011-06-21,2628.021973,2648.023926,2618.806885,2646.48291,64800
"113",2011-06-22,2648.533936,2657.725098,2633.474121,2649.321045,58400
"114",2011-06-23,2640.659912,2693.416992,2630.335938,2688.249023,73800
"115",2011-06-24,2678.052002,2759.709961,2674.302979,2746.210938,125800
"116",2011-06-27,2746.787109,2769.041992,2743.496094,2758.22998,101600
"117",2011-06-28,2759.712891,2763.280029,2736.397949,2759.201904,88200
"118",2011-06-29,2757.399902,2759.230957,2727.25293,2728.48291,88200
"119",2011-06-30,2729.991943,2774.36499,2729.991943,2762.075928,91000
"120",2011-07-01,2767.833008,2778.667969,2752.966064,2759.362061,92000
"121",2011-07-04,2770.939941,2813.27002,2770.939941,2812.818115,122000
"122",2011-07-05,2812.721924,2818.141113,2799.110107,2816.354004,110200
"123",2011-07-06,2811.814941,2811.814941,2780.729004,2810.479004,103200
"124",2011-07-07,2813.193115,2825.123047,2793.89209,2794.26709,116600
"125",2011-07-08,2797.025879,2807.378906,2784.125,2797.772949,86200
"126",2011-07-11,2789.454102,2807.322021,2780.665039,2802.691895,86000
"127",2011-07-12,2783.721924,2783.721924,2752.186035,2754.582031,96600
"128",2011-07-13,2756.031982,2797.266113,2756.031982,2795.476074,92000
"129",2011-07-14,2798.211914,2811.704102,2788.981934,2810.444092,104600
"130",2011-07-15,2803.584961,2821.339111,2794.158936,2820.168945,107400
"131",2011-07-18,2821.35791,2826.958984,2807.10791,2816.687988,108200
"132",2011-07-19,2804.923096,2809.314941,2790.685059,2796.98291,92800
"133",2011-07-20,2810.436035,2817.284912,2779.381104,2794.205078,84000
"134",2011-07-21,2795.895996,2799.852051,2763.417969,2765.894043,81800
"135",2011-07-22,2769.863037,2782.168945,2763.800049,2770.790039,70200
"136",2011-07-25,2759.62793,2759.62793,2680.74707,2688.746094,111200
"137",2011-07-26,2685.753906,2704.938965,2677.118896,2703.025879,72800
"138",2011-07-27,2690.144043,2726.802002,2680.433105,2723.491943,80400
"139",2011-07-28,2701.770996,2712.090088,2684.660889,2708.7771,78400
"140",2011-07-29,2706.49707,2721.530029,2681.271973,2701.729004,75400
"141",2011-08-01,2697.574951,2712.887939,2688.529053,2703.782959,59000
"142",2011-08-02,2689.970947,2689.970947,2651.281006,2679.259033,70000
"143",2011-08-03,2659.11792,2688.064941,2654.364014,2678.485107,64000
"144",2011-08-04,2683.190918,2698.814941,2675.533936,2684.039062,58800
"145",2011-08-05,2620.2771,2644.581055,2605.135986,2626.423096,78600
"146",2011-08-08,2599.289062,2614.189941,2497.917969,2526.815918,110400
"147",2011-08-09,2468.031982,2537.408936,2437.679932,2526.070068,103800
"148",2011-08-10,2562.393066,2579.156006,2544.951904,2549.176025,100400
"149",2011-08-11,2508.856934,2582.155029,2505.011963,2581.508057,95600
"150",2011-08-12,2593.39502,2605.447021,2585.845947,2593.173096,97200
"151",2011-08-15,2598.137939,2627.104004,2584.406982,2626.77002,88600
"152",2011-08-16,2627.854004,2636.360107,2601.500977,2608.166016,85200
"153",2011-08-17,2603.960938,2617.165039,2596.039062,2601.260986,70200
"154",2011-08-18,2601.98999,2603.485107,2556.858887,2559.471924,71000
"155",2011-08-19,2519.64502,2538.271973,2513.753906,2534.35791,70600
"156",2011-08-22,2534.570068,2553.415039,2507.781982,2515.863037,61200
"157",2011-08-23,2524.876953,2554.177979,2514.948975,2554.019043,61000
"158",2011-08-24,2562.410889,2569.278076,2536.256104,2541.091064,65400
"159",2011-08-25,2546.4021,2616.302979,2545.053955,2615.260986,104600
"160",2011-08-26,2602.208008,2616.635986,2593.238037,2612.187988,77800
"161",2011-08-29,2595.466064,2595.466064,2570.843994,2576.413086,73600
"162",2011-08-30,2592.596924,2615.13501,2563.688965,2566.594971,76000
"163",2011-08-31,2566.529053,2574.415039,2545.095947,2567.340088,59200
"164",2011-09-01,2569.799072,2584.803955,2547.854004,2556.041992,57200
"165",2011-09-02,2551.555908,2557.310059,2517.61792,2528.280029,54400
"166",2011-09-05,2510.100098,2510.100098,2478.195068,2478.739014,55000
"167",2011-09-06,2465.564941,2482.241943,2459.542969,2470.523926,49200
"168",2011-09-07,2480.940918,2516.753906,2475.218018,2516.090088,59600
"169",2011-09-08,2523.961914,2524.375977,2498.113037,2498.943115,55200
"170",2011-09-09,2506.968994,2528.422119,2487.14502,2497.75293,51200
"171",2011-09-13,2467.72998,2477.083008,2453.795898,2471.304932,50000
"172",2011-09-14,2478.585938,2485.934082,2439.37207,2484.826904,54000
"173",2011-09-15,2482.858887,2496.572021,2477.650879,2479.054932,56000
"174",2011-09-16,2490.177002,2499.480957,2475.758057,2482.343018,48000
"175",2011-09-19,2469.600098,2469.600098,2437.165039,2437.794922,48800
"176",2011-09-20,2433.720947,2460.033936,2426.702881,2447.754883,46200
"177",2011-09-21,2450.11499,2517.673096,2438.852051,2512.962891,86600
"178",2011-09-22,2491.211914,2499.976074,2442.460938,2443.055908,74600
"179",2011-09-23,2411.833008,2440.750977,2400.141113,2433.158936,67400
"180",2011-09-26,2416.226074,2441.729004,2384.639893,2393.183105,57400
"181",2011-09-27,2410.98999,2423.913086,2395.164062,2415.053955,55200
"182",2011-09-28,2427.289062,2430.27002,2383.395996,2392.062012,55800
"183",2011-09-29,2378.423096,2387.538086,2358.572021,2365.343018,59200
"184",2011-09-30,2368.397949,2377.541992,2348.217041,2359.218994,48800
"185",2011-10-03,2359.218994,2359.218994,2359.218994,2359.218994,0
"186",2011-10-10,2363.077881,2368.148926,2338.685059,2344.787109,41800
"187",2011-10-11,2401.738037,2412.375,2323.412109,2348.516113,64000
"188",2011-10-12,2335.488037,2421.691895,2318.62793,2420,91600
"189",2011-10-13,2412.832031,2439.639893,2406.281982,2438.790039,87800
"190",2011-10-14,2429.88501,2437.593994,2409.288086,2431.375,60600
"191",2011-10-17,2434.486084,2452.98999,2424.726074,2440.4021,58200
"192",2011-10-18,2423.281982,2425.645996,2378.666992,2383.485107,79600
"193",2011-10-19,2387.831055,2401.687988,2374.416992,2377.511963,58600
"194",2011-10-20,2365.908936,2368.639893,2315.899902,2331.365967,65400
"195",2011-10-21,2330.511963,2340.314941,2313.781982,2317.274902,48400
"196",2011-10-24,2322.02002,2371.092041,2307.145996,2370.333008,70800
"197",2011-10-25,2366.397949,2414.049072,2357.386963,2409.672119,90800
"198",2011-10-26,2398.187012,2448.980957,2394.731934,2427.47998,107400
"199",2011-10-27,2432.471924,2449.700928,2426.314941,2435.61499,82400
"200",2011-10-28,2462.084961,2483.759033,2456.177002,2473.409912,110000
"201",2011-10-31,2470.253906,2478.306885,2455.205078,2468.25,84200
"202",2011-11-01,2450.331055,2491.35498,2445.5271,2470.019043,88800
"203",2011-11-02,2437.870117,2505.121094,2433.715088,2504.10791,105400
"204",2011-11-03,2510.842041,2535.23999,2507.297119,2508.090088,136600
"205",2011-11-04,2525.243896,2536.779053,2512.904053,2528.293945,101800
"206",2011-11-07,2518.897949,2536.179932,2507.61499,2509.799072,78800
"207",2011-11-08,2514.259033,2524.820068,2500.02002,2503.835938,78600
"208",2011-11-09,2512.586914,2527.702881,2489.024902,2524.918945,78200
"209",2011-11-10,2498.593994,2507.451904,2478.138916,2479.535889,87200
"210",2011-11-11,2483.957031,2496.5271,2472.760986,2481.083984,66200
"211",2011-11-14,2498.672119,2529.63208,2496.334961,2528.714111,81200
"212",2011-11-15,2525.947998,2534.059082,2518.701904,2529.760986,79200
"213",2011-11-16,2529.072998,2529.458008,2456.855957,2466.958984,93400
"214",2011-11-17,2467.704102,2482.528076,2459.165039,2463.045898,66400
"215",2011-11-18,2448.386963,2448.51001,2411.041992,2416.562012,72200
"216",2011-11-21,2416.731934,2419.243896,2396.085938,2415.129883,50200
"217",2011-11-22,2400.983887,2414.850098,2387.825928,2412.625,51400
"218",2011-11-23,2415.197021,2418.560059,2390.654053,2395.063965,50600
"219",2011-11-24,2379.145996,2409.718994,2370.695068,2397.553955,52200
"220",2011-11-25,2393.326904,2403.941895,2372.62207,2380.224121,45400
"221",2011-11-28,2383.893066,2396.826904,2372.156006,2383.033936,46000
"222",2011-11-29,2398.993896,2413.325928,2388.201904,2412.393066,55200
"223",2011-11-30,2406.329102,2407.325928,2319.439941,2333.414062,76600
"224",2011-12-01,2392.485107,2423.559082,2376.916016,2386.860107,98600
"225",2011-12-02,2374.898926,2378.299072,2344.845947,2360.664062,59800
"226",2011-12-05,2363.111084,2363.126953,2327.610107,2333.229004,52200
"227",2011-12-06,2326.659912,2331.89209,2310.155029,2325.905029,46000
"228",2011-12-07,2325.562012,2339.846924,2317.813965,2332.72998,41600
"229",2011-12-08,2329.909912,2346.654053,2302.64209,2329.820068,51400
"230",2011-12-09,2315.512939,2331.259033,2309.457031,2315.27002,40000
"231",2011-12-12,2312.149902,2315.811035,2290.262939,2291.544922,39600
"232",2011-12-13,2283.2229,2285.813965,2245.86792,2248.590088,58600
"233",2011-12-14,2241.386963,2256.743896,2224.725098,2228.524902,44000
"234",2011-12-15,2215.791992,2216.908936,2179.467041,2180.89502,56800
"235",2011-12-16,2179.509033,2225.538086,2170.748047,2224.840088,57200
"236",2011-12-19,2208.071045,2221.447998,2164.886963,2218.235107,57800
"237",2011-12-20,2209.698975,2239.858887,2206.519043,2215.929932,52800
"238",2011-12-21,2230.179932,2237.466064,2188.709961,2191.147949,50800
"239",2011-12-22,2178.572021,2201.586914,2149.423096,2186.295898,59000
"240",2011-12-23,2183.910889,2219.785889,2178.141113,2204.783936,52400
"241",2011-12-26,2193.658936,2213.452881,2186.070068,2190.110107,43600
"242",2011-12-27,2186.708984,2196.971924,2162.7229,2166.205078,45800
"243",2011-12-28,2157.649902,2170.672119,2134.01709,2170.012939,49600
"244",2011-12-29,2161.184082,2181.955078,2157.11499,2173.561035,44800
"245",2011-12-30,2177.51709,2200.988037,2177.51709,2199.416992,52000
