"","Date","Open","High","Low","Close","Volume"
"65",2012-04-13,2351.512939,2369.700928,2346.944092,2359.160889,98800
"66",2012-04-16,2346.306885,2364.111084,2342.198975,2357.025879,85400
"67",2012-04-17,2355.368896,2363.012939,2333.341064,2334.985107,84600
"68",2012-04-18,2341.13501,2383.639893,2337.855957,2380.8479,108600
"69",2012-04-19,2378.63208,2386.978027,2369.458008,2378.634033,94200
"70",2012-04-20,2374.662109,2407.293945,2372.129883,2406.863037,115600
"71",2012-04-23,2403.520996,2411.51001,2383.068115,2388.587891,123000
"72",2012-04-24,2380.236084,2415.75,2350.398926,2388.833984,133800
"73",2012-04-25,2382.210938,2411.420898,2376.625,2406.812988,131000
"74",2012-04-26,2408.558105,2414.75293,2393.264893,2404.697021,115600
"75",2012-04-27,2402.430908,2408.419922,2393.866943,2396.315918,91200
"76",2012-05-02,2421.082031,2446.350098,2407.788086,2438.436035,128000
"77",2012-05-03,2433.589111,2441.952881,2427.728027,2440.080078,102200
"78",2012-05-04,2437.465088,2453.730957,2427.968994,2452.013916,102200
"79",2012-05-07,2441.75708,2451.947021,2432.736084,2451.947021,108800
"80",2012-05-08,2451.574951,2451.5979,2431.024902,2448.884033,104800
"81",2012-05-09,2432.471924,2432.471924,2407.509033,2408.585938,98000
"82",2012-05-10,2409.945068,2419.121094,2402.204102,2410.229004,81600
"83",2012-05-11,2406.073975,2415.977051,2393.37793,2394.981934,74800
"84",2012-05-14,2408.261963,2411.270996,2377.98291,2380.725098,90600
"85",2012-05-15,2367.083008,2376.593994,2354.614014,2374.843018,78000
"86",2012-05-16,2369.293945,2372.031982,2344.5,2346.191895,76800
"87",2012-05-17,2347.177002,2383.305908,2342.352051,2378.885986,86800
"88",2012-05-18,2364.898926,2369.5979,2338.240967,2344.520996,89600
"89",2012-05-21,2343.574951,2360.385986,2330.324951,2348.300049,74800
"90",2012-05-22,2355.731934,2374.055908,2354.86792,2373.305908,76800
"91",2012-05-23,2369.264893,2378.076904,2350.548096,2363.437012,84200
"92",2012-05-24,2359.681885,2373.056885,2344.580078,2350.9729,79200
"93",2012-05-25,2350.541016,2355.808105,2327.407959,2333.552979,74000
"94",2012-05-28,2325.316895,2361.743896,2309.072021,2361.366943,95000
"95",2012-05-29,2361.00293,2393.279053,2358.374023,2389.635986,117200
"96",2012-05-30,2385.39209,2391.690918,2378.133057,2384.667969,89800
"97",2012-05-31,2370.00708,2382.989014,2362.312988,2372.233887,77800
"98",2012-06-01,2373.224121,2388.085938,2365.441895,2373.436035,77000
"99",2012-06-04,2346.983887,2348.198975,2308.229004,2308.550049,90200
"100",2012-06-05,2313.73999,2323.298096,2304.045898,2311.916016,66000
"101",2012-06-06,2315.561035,2323.113037,2301.034912,2309.554932,58600
"102",2012-06-07,2324.672119,2328.672119,2288.665039,2293.129883,60200
"103",2012-06-08,2306.218994,2306.88208,2276.714111,2281.447021,68000
"104",2012-06-11,2282.891113,2311.771973,2278.163086,2305.855957,64200
"105",2012-06-12,2295.070068,2298.948975,2280.950928,2289.791016,60000
"106",2012-06-13,2289.707031,2319.714111,2284.649902,2318.924072,78400
"107",2012-06-14,2306.781006,2314.584961,2293.063965,2295.946045,71600
"108",2012-06-15,2299.781006,2314.241943,2283.399902,2306.850098,68600
"109",2012-06-18,2313.530029,2325.052002,2309.708984,2316.052002,60600
"110",2012-06-19,2313.455078,2313.455078,2298.394043,2300.794922,60200
"111",2012-06-20,2300.406006,2304.458008,2291.541016,2292.876953,54200
"112",2012-06-21,2288.454102,2288.454102,2253.789062,2260.876953,59000
"113",2012-06-25,2253.513916,2253.513916,2223.053955,2224.114014,59800
"114",2012-06-26,2214.648926,2229.23999,2203.944092,2222.066895,53000
"115",2012-06-27,2219.944092,2233.542969,2213.322998,2216.934082,51000
"116",2012-06-28,2220.236084,2224.155029,2195.35498,2195.843018,54200
"117",2012-06-29,2190.574951,2226.485107,2188.716064,2225.429932,61400
"118",2012-07-02,2234.320068,2234.873047,2215.35791,2226.110107,62200
"119",2012-07-03,2225.566895,2244.832031,2219.050049,2229.191895,62800
"120",2012-07-04,2233.334961,2239.27002,2219.447998,2227.314941,55200
"121",2012-07-05,2218.216064,2218.216064,2192.647949,2201.353027,58000
"122",2012-07-06,2203.72998,2227.4729,2185.521973,2223.579102,76600
"123",2012-07-09,2210.714111,2216.697021,2168.60791,2170.813965,75200
"124",2012-07-10,2166.947021,2178.195068,2156.726074,2164.437988,59000
"125",2012-07-11,2160.02002,2176.490967,2156.595947,2175.383057,58600
"126",2012-07-12,2172.063965,2197.043945,2152.675049,2185.490967,82200
"127",2012-07-13,2180.172119,2198.660889,2177.924072,2185.89502,57600
"128",2012-07-16,2187.886963,2188.062988,2146.154053,2147.955078,67400
"129",2012-07-17,2142.429932,2165.334961,2141.480957,2161.186035,55200
"130",2012-07-18,2159.856934,2170.295898,2138.791992,2169.099121,66600
"131",2012-07-19,2164.273926,2197.790039,2159.943115,2184.841064,79400
"132",2012-07-20,2180.011963,2185.73291,2162.062988,2168.637939,64400
"133",2012-07-23,2154.170898,2154.170898,2135.562988,2141.4021,55600
"134",2012-07-24,2132.316895,2158.947998,2131.012939,2146.587891,54400
"135",2012-07-25,2141.035889,2151.449951,2132.833008,2136.150879,48600
"136",2012-07-26,2134.987061,2147.664062,2124.155029,2126.003906,52800
"137",2012-07-27,2132.009033,2139.154053,2120.629883,2128.764893,52000
"138",2012-07-30,2128.158936,2137.736084,2107.634033,2109.914062,52000
"139",2012-07-31,2109.324951,2116.904053,2100.251953,2103.63501,53400
"140",2012-08-01,2101.7229,2130.711914,2101.708008,2123.360107,53800
"141",2012-08-02,2120.145996,2126.459961,2103.495117,2111.181885,53400
"142",2012-08-03,2113.964111,2133.266113,2108.330078,2132.795898,53400
"143",2012-08-06,2129.147949,2158.680908,2127.262939,2154.916016,71800
"144",2012-08-07,2153.093018,2159.683105,2148.896973,2157.620117,75000
"145",2012-08-08,2158.981934,2168.733887,2153.02002,2160.98999,72800
"146",2012-08-09,2159.434082,2175.544922,2148.694092,2174.102051,72600
"147",2012-08-10,2172.964111,2176.794922,2165.283936,2168.813965,68400
"148",2012-08-13,2164.042969,2164.042969,2134.553955,2136.077881,71400
"149",2012-08-14,2137.047119,2144.006104,2119.25293,2142.523926,67600
"150",2012-08-15,2138.278076,2139.14209,2118.50293,2118.945068,54600
"151",2012-08-16,2116.080078,2122.683105,2109.657959,2112.197021,45200
"152",2012-08-17,2111.653076,2120.714111,2100.787109,2114.891113,44400
"153",2012-08-20,2102.230957,2110.780029,2089.018066,2106.957031,46800
"154",2012-08-21,2106.381104,2124.195068,2103.071045,2118.268066,60800
"155",2012-08-22,2118.881104,2121.148926,2097.60498,2107.710938,58400
"156",2012-08-23,2106.959961,2118.736084,2097.083008,2113.072021,58400
"157",2012-08-24,2108.360107,2109.822021,2089.217041,2092.104004,60200
"158",2012-08-27,2085.373047,2085.373047,2055.375977,2055.708008,60400
"159",2012-08-28,2054.967041,2083.956055,2052.491943,2073.154053,54400
"160",2012-08-29,2066.820068,2073.948975,2051.773926,2053.235107,52200
"161",2012-08-30,2044.032959,2060.185059,2032.536987,2052.584961,62000
"162",2012-08-31,2046.28894,2059.302002,2044.650024,2047.521973,46200
"163",2012-09-03,2044.823975,2066.780029,2041.161011,2059.146973,60600
"164",2012-09-04,2060.613037,2063.816895,2039.265991,2043.649048,57400
"165",2012-09-05,2038.873047,2048.319092,2029.052979,2037.68103,57600
"166",2012-09-06,2040.667969,2052.949951,2036.365967,2051.917969,56000
"167",2012-09-07,2062.98999,2145.00293,2062.98999,2127.761963,140000
"168",2012-09-10,2128.064941,2140.167969,2120.486084,2134.893066,103600
"169",2012-09-11,2127.519043,2127.519043,2107.218994,2120.553955,80400
"170",2012-09-12,2129.687012,2137.889893,2109.136963,2126.553955,84200
"171",2012-09-13,2123.840088,2130.079102,2109.996094,2110.378906,79000
"172",2012-09-14,2127.388916,2136.226074,2111.120117,2123.846924,91200
"173",2012-09-17,2120.616943,2121.583008,2077.483887,2078.5,76400
"174",2012-09-18,2069.343018,2074.761963,2053.662109,2059.542969,53800
"175",2012-09-19,2061.061035,2069.949951,2055.197998,2067.831055,52200
"176",2012-09-20,2060.305908,2060.305908,2023.084961,2024.837036,67400
"177",2012-09-21,2020.553955,2041.947998,2018.262939,2026.689941,60200
"178",2012-09-24,2015.766968,2040.849976,2005.262939,2033.192017,57600
"179",2012-09-25,2028.631958,2039.095947,2021.80896,2029.292969,48200
"180",2012-09-26,2027.85498,2033.036011,1999.484009,2004.171997,50400
"181",2012-09-27,2003.098999,2068.071045,2002.323975,2056.322998,76600
"182",2012-09-28,2042.885986,2089.633057,2040.349976,2086.168945,79400
"183",2012-10-08,2084.849121,2096.259033,2063.089111,2074.418945,55200
"184",2012-10-09,2081.587891,2119.335938,2081.587891,2115.229004,84600
"185",2012-10-10,2111.586914,2121.991943,2102.534912,2119.941895,79000
"186",2012-10-11,2114.231934,2117.839111,2101.139893,2102.86792,74400
"187",2012-10-12,2109.070068,2127.306885,2092.510986,2104.931885,68200
"188",2012-10-15,2105.023926,2107.198975,2085.11499,2098.702881,54000
"189",2012-10-16,2097.050049,2111.780029,2089.695068,2098.808105,57800
"190",2012-10-17,2104.280029,2113.162109,2088.043945,2105.61792,59800
"191",2012-10-18,2108.498047,2137.686035,2107.491943,2131.687988,87200
"192",2012-10-19,2129.820068,2136.868896,2125.736084,2128.302002,67600
"193",2012-10-22,2118.520996,2138.0271,2112.751953,2132.758057,60200
"194",2012-10-23,2132.10791,2136.218018,2111.923096,2114.447021,72600
"195",2012-10-24,2106.830078,2123.998047,2104.669922,2115.98999,72800
"196",2012-10-25,2114.763916,2128.73999,2100.608887,2101.580078,85400
"197",2012-10-26,2100.100098,2102.162109,2058.062988,2066.208984,78600
"198",2012-10-29,2061.846924,2068.237061,2053.092041,2058.943115,53600
"199",2012-10-30,2059.201904,2075.905029,2054.263916,2062.346924,60600
"200",2012-10-31,2061.124023,2070.479004,2053.583008,2068.879883,59600
"201",2012-11-01,2070.02002,2109.496094,2069.947998,2104.427002,82800
"202",2012-11-02,2105.448975,2119.224121,2096.531006,2117.045898,76600
"203",2012-11-05,2113.327881,2123.326904,2104.583008,2114.0271,71600
"204",2012-11-06,2113.657959,2114.791016,2078.471924,2105.999023,71400
"205",2012-11-07,2102.418945,2112.631104,2093.289062,2105.72998,59400
"206",2012-11-08,2091.253906,2092.564941,2070.648926,2071.509033,66600
"207",2012-11-09,2066.495117,2077.228027,2062.416992,2069.066895,54200
"208",2012-11-12,2069.214111,2079.571045,2061.840088,2079.272949,56600
"209",2012-11-13,2078.133057,2078.133057,2044.036011,2047.889038,61000
"210",2012-11-14,2047.256958,2056.488037,2040.171997,2055.418945,48000
"211",2012-11-15,2045.456055,2053.560059,2029.874023,2030.290039,50600
"212",2012-11-16,2026.562988,2028.686035,2001.714966,2014.724976,49600
"213",2012-11-19,2013.245972,2018.380005,1995.720947,2016.982056,45400
"214",2012-11-20,2020.432983,2023.610962,2004.170044,2008.922974,42600
"215",2012-11-21,2008.21106,2031.149048,1995.17395,2030.31897,53200
"216",2012-11-22,2021.208984,2023.084961,2009.719971,2015.610962,45600
"217",2012-11-23,2020.015015,2034.884033,2017.004028,2027.384033,51600
"218",2012-11-26,2023.338989,2027.274048,2014.029053,2017.463989,44800
"219",2012-11-27,2012.074951,2014.209961,1990.33606,1991.165039,56600
"220",2012-11-28,1984.47998,1984.863037,1968.213013,1973.522949,50600
"221",2012-11-29,1972.925049,1980.55603,1961.822021,1963.488037,49600
"222",2012-11-30,1961.814941,1983.418945,1959.333984,1980.116943,56800
"223",2012-12-03,1977.254028,1988.19104,1957.884033,1959.766968,61600
"224",2012-12-04,1956.615967,1980.119019,1949.457031,1975.142944,62400
"225",2012-12-05,1973.107056,2040.604004,1970.202026,2031.906982,120000
"226",2012-12-06,2029.562012,2036.609009,2018.379028,2029.237061,81400
"227",2012-12-07,2028.765991,2065.743896,2023.96106,2061.785889,115200
"228",2012-12-10,2067.323975,2087.00708,2064.61499,2083.77002,115400
"229",2012-12-11,2077.556885,2088.63501,2070.191895,2074.704102,93400
"230",2012-12-12,2073.270996,2085.934082,2066.391113,2082.726074,78600
"231",2012-12-13,2077.416992,2081.363037,2059.471924,2061.476074,72200
"232",2012-12-14,2062.688965,2152.496094,2062.541992,2150.625,160800
"233",2012-12-17,2152.096924,2169.570068,2151.936035,2160.342041,144200
"234",2012-12-18,2155.85791,2183.712891,2144.73291,2162.464111,126000
"235",2012-12-19,2158.669922,2175.39502,2154.287109,2162.239014,94400
"236",2012-12-20,2156.193115,2174.819092,2142.950928,2168.353027,99400
"237",2012-12-21,2169.570068,2190.397949,2148.169922,2153.310059,103400
"238",2012-12-24,2150.654053,2170.394043,2149.823975,2159.052979,78400
"239",2012-12-25,2154.320068,2220.262939,2146.862061,2213.611084,143400
"240",2012-12-26,2211.593994,2220.475098,2206.787109,2219.13208,121800
"241",2012-12-27,2223.655029,2234.724121,2204.790039,2205.896973,129000
"242",2012-12-28,2207.913086,2234.868896,2204.00293,2233.251953,116000
"243",2012-12-31,2236.460938,2269.511963,2236.460938,2269.12793,128000
