"","Date","Open","High","Low","Close","Volume"
"75",2014-11-21,2452.63501,2488.200928,2446.645996,2487.111084,212200
"76",2014-11-24,2505.531982,2546.746094,2495.520996,2533.887939,363500
"77",2014-11-25,2531.998047,2568.381104,2527.076904,2567.596924,314300
"78",2014-11-26,2572.648926,2605.070068,2570.404053,2604.886963,337100
"79",2014-11-27,2615.366943,2631.398926,2599.10791,2630.045898,364100
"80",2014-11-28,2629.625977,2683.179932,2622.061035,2682.918945,465900
"81",2014-12-01,2691.725098,2720.74292,2668.841064,2680.73999,446800
"82",2014-12-02,2667.820068,2777.37207,2665.686035,2763.316895,437700
"83",2014-12-03,2768.677979,2824.178955,2733.86792,2779.736084,562100
"84",2014-12-04,2783.468994,2900.508057,2772.431885,2900.362061,532700
"85",2014-12-05,2926.572998,2978.029053,2813.052002,2938.781006,640500
"86",2014-12-08,2907.814941,3041.656982,2879.846924,3021.523926,587600
"87",2014-12-09,2992.48999,3091.323975,2834.592041,2859.918945,772000
"88",2014-12-10,2855.939941,2946.707031,2807.677979,2940.876953,512900
"89",2014-12-11,2912.345947,2965.675049,2892.611084,2926.663086,482600
"90",2014-12-12,2929.360107,2962.51001,2914.956055,2938.173096,409500
"91",2014-12-15,2921.446045,2960.227051,2890.904053,2953.420898,400400
"92",2014-12-16,2953.811035,3021.896973,2943.912109,3021.518066,453800
"93",2014-12-17,3031.951904,3076.599121,2993.333008,3061.02002,542500
"94",2014-12-18,3062.801025,3089.791016,3030.319092,3057.520996,435900
"95",2014-12-19,3053.074951,3117.5271,3018.420898,3108.595947,521100
"96",2014-12-22,3129.26709,3189.866943,3090.509033,3127.445068,679400
"97",2014-12-23,3085.080078,3136.837891,3025.666992,3032.612061,437800
"98",2014-12-24,3039.206055,3050.50708,2934.910889,2972.531982,376800
"99",2014-12-26,3078.004883,3164.155029,3064.176025,3157.603027,460700
"100",2014-12-29,3212.559082,3223.860107,3126.944092,3168.016113,510100
"101",2014-12-30,3160.801025,3190.299072,3130.353027,3165.814941,397700
"102",2014-12-31,3172.596924,3239.356934,3157.259033,3234.677002,406000
