Trddt	Retindex
2009-09-03	0.047901
2009-09-04	0.005829
2009-09-07	0.006817
2009-09-08	0.017131999999999998
2009-09-09	0.005386
2009-09-10	-0.007254999999999999
2009-09-11	0.022192
2009-09-14	0.012358
2009-09-15	0.0023079999999999997
2009-09-16	-0.011212999999999999
2009-09-17	0.020184999999999998
2009-09-18	-0.031889999999999995
2009-09-21	0.001466
2009-09-22	-0.02341
2009-09-23	-0.018924
2009-09-24	0.003811
2009-09-25	-0.005156
2009-09-28	-0.026531
2009-09-29	-0.003251
2009-09-30	0.009035
2009-10-09	0.047596
2009-10-12	-0.005918
2009-10-13	0.014409
2009-10-14	0.011696
2009-10-15	0.003116
2009-10-16	-0.001059
2009-10-19	0.020708
2009-10-20	0.0152
2009-10-21	-0.004495
2009-10-22	-0.0062450000000000006
2009-10-23	0.018494999999999998
2009-10-26	0.000553
2009-10-27	-0.028333999999999998
2009-10-28	0.0032670000000000004
2009-10-29	-0.023377000000000002
2009-10-30	0.011951
2009-11-02	0.026971
2009-11-03	0.012214000000000001
2009-11-04	0.004595
2009-11-05	0.008476000000000001
2009-11-06	0.0028469999999999997
2009-11-09	0.00365
2009-11-10	0.000953
2009-11-11	-0.001075
2009-11-12	-0.000708
2009-11-13	0.004634
2009-11-16	0.027419
2009-11-17	0.0023940000000000003
2009-11-18	0.006197
2009-11-19	0.005261
2009-11-20	-0.003694
2009-11-23	0.009164
2009-11-24	-0.034486
2009-11-25	0.020673
2009-11-26	-0.036225
2009-11-27	-0.023562
2009-11-30	0.031986
2009-12-01	0.012537999999999999
2009-12-02	0.010629000000000001
2009-12-03	-0.001567
2009-12-04	0.016056
2009-12-07	0.004478
2009-12-08	-0.010574
2009-12-09	-0.017319
2009-12-10	0.004536
2009-12-11	-0.002134
2009-12-14	0.017118
2009-12-15	-0.008612
2009-12-16	-0.005878
2009-12-17	-0.023389
2009-12-18	-0.020507
2009-12-21	0.002918
2009-12-22	-0.0232
2009-12-23	0.007624
2009-12-24	0.025907
2009-12-25	-0.0038229999999999996
2009-12-28	0.015099000000000001
2009-12-29	0.007205
2009-12-30	0.015829
2009-12-31	0.004456
2010-01-04	-0.010185
2010-01-05	0.011844
2010-01-06	-0.00852
2010-01-07	-0.01888
2010-01-08	0.001009
2010-01-11	0.005242
2010-01-12	0.019053999999999998
2010-01-13	-0.030944
2010-01-14	0.013519
2010-01-15	0.002675
2010-01-18	0.0040149999999999995
2010-01-19	0.00302
2010-01-20	-0.029266000000000004
2010-01-21	0.002225
2010-01-22	-0.009584
2010-01-25	-0.010924
2010-01-26	-0.024243
2010-01-27	-0.010859
2010-01-28	0.002523
2010-01-29	-0.00162
2010-02-01	-0.016035
2010-02-02	-0.0022600000000000003
2010-02-03	0.023553
2010-02-04	-0.002839
2010-02-05	-0.018665
2010-02-08	-0.001438
2010-02-09	0.004657
2010-02-10	0.011414
2010-02-11	0.001006
2010-02-12	0.010931
2010-02-22	-0.004882
2010-02-23	-0.006933
2010-02-24	0.013278
2010-02-25	0.01272
2010-02-26	-0.002834
2010-03-01	0.011763
2010-03-02	-0.004772
2010-03-03	0.007776000000000001
2010-03-04	-0.023775
2010-03-05	0.0025440000000000003
2010-03-08	0.007312999999999999
2010-03-09	0.005211
2010-03-10	-0.006586
2010-03-11	0.000772
2010-03-12	-0.012411
2010-03-15	-0.012104
2010-03-16	0.005342
2010-03-17	0.019259000000000002
2010-03-18	-0.001439
2010-03-19	0.007111
2010-03-22	0.002225
2010-03-23	-0.006977
2010-03-24	0.001206
2010-03-25	-0.012311
2010-03-26	0.013427000000000001
2010-03-29	0.020944
2010-03-30	0.001495
2010-03-31	-0.006189
2010-04-01	0.012322
2010-04-02	0.0033490000000000004
2010-04-06	0.000229
2010-04-07	-0.003311
2010-04-08	-0.009373999999999999
2010-04-09	0.008541
2010-04-12	-0.0051140000000000005
2010-04-13	0.010222
2010-04-14	0.00156
2010-04-15	-0.000384
2010-04-16	-0.010952
2010-04-19	-0.04792
2010-04-20	-0.000256
2010-04-21	0.018038
2010-04-22	-0.011141
2010-04-23	-0.0053170000000000005
2010-04-26	-0.004704
2010-04-27	-0.020736
2010-04-28	-0.002613
2010-04-29	-0.010998
2010-04-30	0.0007599999999999999
2010-05-04	-0.012309
2010-05-05	0.0077150000000000005
2010-05-06	-0.041107
2010-05-07	-0.018732
2010-05-10	0.0038590000000000005
2010-05-11	-0.018965
2010-05-12	0.003075
2010-05-13	0.020632
2010-05-14	-0.00512
2010-05-17	-0.050692
2010-05-18	0.013614
2010-05-19	-0.002688
2010-05-20	-0.012314
2010-05-21	0.010791
2010-05-24	0.034798
2010-05-25	-0.018999000000000002
2010-05-26	0.001206
2010-05-27	0.011473
2010-05-28	-5.6999999999999996e-05
2010-05-31	-0.023955
2010-06-01	-0.009206
2010-06-02	0.0012230000000000001
2010-06-03	-0.007298000000000001
2010-06-04	0.000367
2010-06-07	-0.016394
2010-06-08	0.000883
2010-06-09	0.027814
2010-06-10	-0.00824
2010-06-11	0.002873
2010-06-17	-0.003773
2010-06-18	-0.018366999999999998
2010-06-21	0.029042000000000002
2010-06-22	0.000962
2010-06-23	-0.007272
2010-06-24	-0.001217
2010-06-25	-0.005425999999999999
2010-06-28	-0.00687
2010-06-29	-0.042688
2010-06-30	-0.011818
2010-07-01	-0.010248
2010-07-02	0.0038369999999999997
2010-07-05	-0.007954000000000001
2010-07-06	0.019237999999999998
2010-07-07	0.0048530000000000005
2010-07-08	-0.0024649999999999997
2010-07-09	0.023093000000000002
2010-07-12	0.008011
2010-07-13	-0.016233
2010-07-14	0.008225
2010-07-15	-0.018675
2010-07-16	-1.4000000000000001e-05
2010-07-19	0.021099
2010-07-20	0.021535
2010-07-21	0.002635
2010-07-22	0.010654
2010-07-23	0.0037549999999999997
2010-07-26	0.006475
2010-07-27	-0.005144
2010-07-28	0.022636
2010-07-29	0.005488
2010-07-30	-0.004007999999999999
2010-08-02	0.013275
2010-08-03	-0.01703
2010-08-04	0.004385
2010-08-05	-0.006732999999999999
2010-08-06	0.01436
2010-08-09	0.005319
2010-08-10	-0.028908999999999997
2010-08-11	0.00471
2010-08-12	-0.012281
2010-08-13	0.012124
2010-08-16	0.021103
2010-08-17	0.003826
2010-08-18	-0.002093
2010-08-19	0.00813
2010-08-20	-0.016991
2010-08-23	-0.001113
2010-08-24	0.004145
2010-08-25	-0.020272
2010-08-26	0.0026579999999999998
2010-08-27	0.0027890000000000002
2010-08-30	0.016058000000000003
2010-08-31	-0.005227000000000001
2010-09-01	-0.006032
2010-09-02	0.012541
2010-09-03	-0.000144
2010-09-06	0.015386000000000002
2010-09-07	0.000784
2010-09-08	-0.0011380000000000001
2010-09-09	-0.014447
2010-09-10	0.002581
2010-09-13	0.009429
2010-09-14	7.5e-05
2010-09-15	-0.013397
2010-09-16	-0.018864
2010-09-17	-0.001451
2010-09-20	-0.003839
2010-09-21	0.0010960000000000002
2010-09-27	0.014052
2010-09-28	-0.0063219999999999995
2010-09-29	-0.000259
2010-09-30	0.017228999999999998
2010-10-08	0.031286
2010-10-11	0.024901
2010-10-12	0.012278
2010-10-13	0.007023000000000001
2010-10-14	0.0063869999999999994
2010-10-15	0.031783
2010-10-18	-0.005363000000000001
2010-10-19	0.015777
2010-10-20	0.000699
2010-10-21	-0.006797
2010-10-22	-0.002846
2010-10-25	0.025672000000000004
2010-10-26	-0.003237
2010-10-27	-0.014629
2010-10-28	-0.001491
2010-10-29	-0.004593
2010-11-01	0.025240000000000002
2010-11-02	-0.0028120000000000003
2010-11-03	-0.004743
2010-11-04	0.01846
2010-11-05	0.013786000000000001
2010-11-08	0.009590999999999999
2010-11-09	-0.007758
2010-11-10	-0.006266
2010-11-11	0.010395999999999999
2010-11-12	-0.051564
2010-11-15	0.009706000000000001
2010-11-16	-0.039767000000000004
2010-11-17	-0.019237
2010-11-18	0.009368000000000001
2010-11-19	0.008066
2010-11-22	-0.001452
2010-11-23	-0.019446
2010-11-24	0.011192
2010-11-25	0.013401
2010-11-26	-0.009165000000000001
2010-11-29	-0.00186
2010-11-30	-0.016109000000000002
2010-12-01	0.001159
2010-12-02	0.007139
2010-12-03	-0.000414
2010-12-06	0.005188
2010-12-07	0.006539
2010-12-08	-0.009498000000000001
2010-12-09	-0.013199
2010-12-10	0.010705
2010-12-13	0.028832
2010-12-14	0.001411
2010-12-15	-0.005351
2010-12-16	-0.00456
2010-12-17	-0.001518
2010-12-20	-0.014108
2010-12-21	0.017946
2010-12-22	-0.009027
2010-12-23	-0.007881
2010-12-24	-0.007026999999999999
2010-12-27	-0.01896
2010-12-28	-0.017406
2010-12-29	0.006783
2010-12-30	0.002925
2010-12-31	0.017575999999999998
2011-01-04	0.015872
2011-01-05	-0.004927
2011-01-06	-0.005072
2011-01-07	0.005171
2011-01-10	-0.016553000000000002
2011-01-11	0.004384000000000001
2011-01-12	0.006155
2011-01-13	0.002271
2011-01-14	-0.012862
2011-01-17	-0.030338
2011-01-18	0.000857
2011-01-19	0.018132
2011-01-20	-0.029167000000000002
2011-01-21	0.014058000000000001
2011-01-24	-0.007209
2011-01-25	-0.006784
2011-01-26	0.011720999999999999
2011-01-27	0.014891
2011-01-28	0.001309
2011-01-31	0.013784000000000001
2011-02-01	0.0029620000000000002
2011-02-09	-0.008893999999999999
2011-02-10	0.015897
2011-02-11	0.003252
2011-02-14	0.025397
2011-02-15	3.6e-05
2011-02-16	0.008505
2011-02-17	0.001049
2011-02-18	-0.009283
2011-02-21	0.011192
2011-02-22	-0.026168
2011-02-23	0.002493
2011-02-24	0.0055780000000000005
2011-02-25	-1.3000000000000001e-05
2011-02-28	0.009202
2011-03-01	0.0047729999999999995
2011-03-02	-0.0017510000000000002
2011-03-03	-0.0037170000000000003
2011-03-04	0.013547
2011-03-07	0.018321
2011-03-08	0.001245
2011-03-09	0.000737
2011-03-10	-0.014993000000000001
2011-03-11	-0.007895000000000001
2011-03-14	0.001306
2011-03-15	-0.014083000000000002
2011-03-16	0.011929
2011-03-17	-0.011432
2011-03-18	0.0033090000000000003
2011-03-21	0.0007740000000000001
2011-03-22	0.003439
2011-03-23	0.010048999999999999
2011-03-24	-0.000601
2011-03-25	0.010556999999999999
2011-03-28	0.002079
2011-03-29	-0.008689
2011-03-30	-0.00078
2011-03-31	-0.009358
2011-04-01	0.013421
2011-04-06	0.011441
2011-04-07	0.002182
2011-04-08	0.007351000000000001
2011-04-11	-0.0024010000000000004
2011-04-12	-0.00045599999999999997
2011-04-13	0.009608
2011-04-14	-0.002545
2011-04-15	0.002593
2011-04-18	0.00223
2011-04-19	-0.019065000000000002
2011-04-20	0.002666
2011-04-21	0.006528
2011-04-22	-0.005336
2011-04-25	-0.015136000000000002
2011-04-26	-0.008759000000000001
2011-04-27	-0.004618
2011-04-28	-0.013113999999999999
2011-04-29	0.008475
2011-05-03	0.007102
2011-05-04	-0.022567
2011-05-05	0.002229
2011-05-06	-0.0029649999999999998
2011-05-09	0.002994
2011-05-10	0.006327
2011-05-11	-0.002496
2011-05-12	-0.013642
2011-05-13	0.009475
2011-05-16	-0.00765
2011-05-17	0.001301
2011-05-18	0.00701
2011-05-19	-0.004594
2011-05-20	-0.00039
2011-05-23	-0.029348000000000003
2011-05-24	-0.002708
2011-05-25	-0.009149
2011-05-26	-0.001902
2011-05-27	-0.009713
2011-05-30	-0.001323
2011-05-31	0.013713
2011-06-01	3.6e-05
2011-06-02	-0.013993
2011-06-03	0.008443
2011-06-07	0.005968
2011-06-08	0.002182
2011-06-09	-0.017068
2011-06-10	0.000665
2011-06-13	-0.001761
2011-06-14	0.010984
2011-06-15	-0.009014
2011-06-16	-0.015209
2011-06-17	-0.008057
2011-06-20	-0.008159999999999999
2011-06-21	0.009625
2011-06-22	0.001072
2011-06-23	0.014694
2011-06-24	0.021561
2011-06-27	0.004377000000000001
2011-06-28	0.000352
2011-06-29	-0.011133
2011-06-30	0.012312
2011-07-01	-0.000983
2011-07-04	0.019372999999999998
2011-07-05	0.001257
2011-07-06	-0.0020859999999999997
2011-07-07	-0.005768
2011-07-08	0.001255
2011-07-11	0.0017579999999999998
2011-07-12	-0.017166
2011-07-13	0.014846000000000002
2011-07-14	0.005354
2011-07-15	0.00346
2011-07-18	-0.001234
2011-07-19	-0.006996
2011-07-20	-0.000993
2011-07-21	-0.010131999999999999
2011-07-22	0.0017699999999999999
2011-07-25	-0.02961
2011-07-26	0.005311
2011-07-27	0.007572
2011-07-28	-0.005403
2011-07-29	-0.002602
2011-08-01	0.0007599999999999999
2011-08-02	-0.00907
2011-08-03	-0.00028900000000000003
2011-08-04	0.002074
2011-08-05	-0.021466
2011-08-08	-0.037925
2011-08-09	-0.000295
2011-08-10	0.009147
2011-08-11	0.012683
2011-08-12	0.004519
2011-08-15	0.012956
2011-08-16	-0.007081999999999999
2011-08-17	-0.002647
2011-08-18	-0.016065
2011-08-19	-0.009812000000000001
2011-08-22	-0.007298000000000001
2011-08-23	0.015165999999999999
2011-08-24	-0.005062
2011-08-25	0.029188
2011-08-26	-0.001175
2011-08-29	-0.013694999999999999
2011-08-30	-0.003811
2011-08-31	0.00029
2011-09-01	-0.0044009999999999995
2011-09-02	-0.010860999999999999
2011-09-05	-0.019594999999999998
2011-09-06	-0.003314
2011-09-07	0.018444
2011-09-08	-0.006815000000000001
2011-09-09	-0.00047599999999999997
2011-09-13	-0.010589
2011-09-14	0.005472
2011-09-15	-0.002323
2011-09-16	0.001326
2011-09-19	-0.017946
2011-09-20	0.004086
2011-09-21	0.026639999999999997
2011-09-22	-0.027818
2011-09-23	-0.004051
2011-09-26	-0.01643
2011-09-27	0.009139
2011-09-28	-0.00952
2011-09-29	-0.011170000000000001
2011-09-30	-0.002589
2011-10-10	-0.006118
2011-10-11	0.00159
2011-10-12	0.030438
2011-10-13	0.007764
2011-10-14	-0.0030399999999999997
2011-10-17	0.003713
2011-10-18	-0.023323
2011-10-19	-0.002506
2011-10-20	-0.019409
2011-10-21	-0.006044
2011-10-24	0.022897
2011-10-25	0.016596
2011-10-26	0.007390000000000001
2011-10-27	0.003351
2011-10-28	0.015518
2011-10-31	-0.0020859999999999997
2011-11-01	0.000717
2011-11-02	0.013800999999999999
2011-11-03	0.00159
2011-11-04	0.008056
2011-11-07	-0.007315
2011-11-08	-0.002376
2011-11-09	0.00842
2011-11-10	-0.017974
2011-11-11	0.000624
2011-11-14	0.019197
2011-11-15	0.000414
2011-11-16	-0.024825
2011-11-17	-0.001586
2011-11-18	-0.018872999999999997
2011-11-21	-0.000593
2011-11-22	-0.001037
2011-11-23	-0.007278
2011-11-24	0.001039
2011-11-25	-0.007228
2011-11-28	0.001181
2011-11-29	0.012320000000000001
2011-11-30	-0.032739
2011-12-01	0.022905000000000002
2011-12-02	-0.010975
2011-12-05	-0.011622
2011-12-06	-0.003139
2011-12-07	0.002934
2011-12-08	-0.001247
2011-12-09	-0.0062450000000000006
2011-12-12	-0.010247
2011-12-13	-0.018744999999999998
2011-12-14	-0.008923
2011-12-15	-0.021373
2011-12-16	0.02015
2011-12-19	-0.0029690000000000003
2011-12-20	-0.001039
2011-12-21	-0.011184
2011-12-22	-0.0022140000000000003
2011-12-23	0.008456
2011-12-26	-0.0066560000000000005
2011-12-27	-0.010915000000000001
2011-12-28	0.0017579999999999998
2011-12-29	0.0016350000000000002
2011-12-30	0.011895999999999999
2012-01-04	-0.013652000000000001
2012-01-05	-0.009651999999999999
2012-01-06	0.006954999999999999
2012-01-09	0.028887
2012-01-10	0.026889999999999997
2012-01-11	-0.004243
2012-01-12	-0.000455
2012-01-13	-0.013375999999999999
2012-01-16	-0.017102000000000003
2012-01-17	0.041783999999999995
2012-01-18	-0.013918999999999999
2012-01-19	0.013101
2012-01-20	0.010036
2012-01-30	-0.014695
2012-01-31	0.003314
2012-02-01	-0.0107
2012-02-02	0.01961
2012-02-03	0.007718000000000001
2012-02-06	0.000314
2012-02-07	-0.01683
2012-02-08	0.024272
2012-02-09	0.000877
2012-02-10	0.001018
2012-02-13	-5.4000000000000005e-05
2012-02-14	-0.003012
2012-02-15	0.009353
2012-02-16	-0.004159
2012-02-17	0.000136
2012-02-20	0.002722
2012-02-21	0.0075450000000000005
2012-02-22	0.009304
2012-02-23	0.002483
2012-02-24	0.012481
2012-02-27	0.003045
2012-02-28	0.001962
2012-02-29	-0.009531999999999999
2012-03-01	-0.000977
2012-03-02	0.014252
2012-03-05	-0.006377000000000001
2012-03-06	-0.014134
2012-03-07	-0.0064930000000000005
2012-03-08	0.010641
2012-03-09	0.007927
2012-03-12	-0.001887
2012-03-13	0.008598
2012-03-14	-0.026291000000000002
2012-03-15	-0.0073
2012-03-16	0.013043
2012-03-19	0.0022660000000000002
2012-03-20	-0.013835
2012-03-21	0.000571
2012-03-22	-0.001019
2012-03-23	-0.011042
2012-03-26	0.00045099999999999996
2012-03-27	-0.0014550000000000001
2012-03-28	-0.026542000000000003
2012-03-29	-0.014321
2012-03-30	0.004719
2012-04-05	0.017436
2012-04-06	0.001873
2012-04-09	-0.009007
2012-04-10	0.008787
2012-04-11	0.001328
2012-04-12	0.018164
2012-04-13	0.003529
2012-04-16	-0.0009050000000000001
2012-04-17	-0.009351
2012-04-18	0.019642
2012-04-19	-0.00093
2012-04-20	0.011868
2012-04-23	-0.007593000000000001
2012-04-24	0.000103
2012-04-25	0.007526000000000001
2012-04-26	-0.0008789999999999999
2012-04-27	-0.0034850000000000003
2012-05-02	0.017577000000000002
2012-05-03	0.000674
2012-05-04	0.0048909999999999995
2012-05-07	-2.7000000000000002e-05
2012-05-08	-0.0012490000000000001
2012-05-09	-0.016455
2012-05-10	0.000682
2012-05-11	-0.006326
2012-05-14	-0.005953
2012-05-15	-0.002471
2012-05-16	-0.012064
2012-05-17	0.013935
2012-05-18	-0.014446
2012-05-21	0.0016120000000000002
2012-05-22	0.010648999999999999
2012-05-23	-0.004159
2012-05-24	-0.005274
2012-05-25	-0.007409999999999999
2012-05-28	0.011918999999999999
2012-05-29	0.011970999999999999
2012-05-30	-0.002079
2012-05-31	-0.005214
2012-06-01	0.0005070000000000001
2012-06-04	-0.027338
2012-06-05	0.001458
2012-06-06	-0.001021
2012-06-07	-0.007112
2012-06-08	-0.005095000000000001
2012-06-11	0.010699
2012-06-12	-0.006967
2012-06-13	0.012723
2012-06-14	-0.009909000000000001
2012-06-15	0.004749000000000001
2012-06-18	0.003989
2012-06-19	-0.006587999999999999
2012-06-20	-0.0034409999999999996
2012-06-21	-0.013956
2012-06-25	-0.016261
2012-06-26	-0.0009199999999999999
2012-06-27	-0.00231
2012-06-28	-0.009514
2012-06-29	0.013475
2012-07-02	0.000305
2012-07-03	0.001385
2012-07-04	-0.000842
2012-07-05	-0.011656
2012-07-06	0.010097
2012-07-09	-0.02373
2012-07-10	-0.002938
2012-07-11	0.005057
2012-07-12	0.004647
2012-07-13	0.000185
2012-07-16	-0.017357
2012-07-17	0.0061600000000000005
2012-07-18	0.0036609999999999998
2012-07-19	0.0072569999999999996
2012-07-20	-0.007416
2012-07-23	-0.012559
2012-07-24	0.0024219999999999997
2012-07-25	-0.004863
2012-07-26	-0.00475
2012-07-27	0.001299
2012-07-30	-0.008855
2012-07-31	-0.0029760000000000003
2012-08-01	0.009377
2012-08-02	-0.0057350000000000005
2012-08-03	0.010237999999999999
2012-08-06	0.010371
2012-08-07	0.001255
2012-08-08	0.001562
2012-08-09	0.006068
2012-08-10	-0.002432
2012-08-13	-0.015094
2012-08-14	0.003018
2012-08-15	-0.011006
2012-08-16	-0.0031850000000000003
2012-08-17	0.001275
2012-08-20	-0.003751
2012-08-21	0.005368
2012-08-22	-0.004984000000000001
2012-08-23	0.0025440000000000003
2012-08-24	-0.009923000000000001
2012-08-27	-0.017397
2012-08-28	0.008487
2012-08-29	-0.009608
2012-08-30	-0.000317
2012-08-31	-0.002467
2012-09-03	0.005678
2012-09-04	-0.007526000000000001
2012-09-05	-0.00292
2012-09-06	0.006987
2012-09-07	0.036962
2012-09-10	0.003351
2012-09-11	-0.006716
2012-09-12	0.002829
2012-09-13	-0.007606
2012-09-14	0.006382
2012-09-17	-0.021351
2012-09-18	-0.009120999999999999
2012-09-19	0.004024
2012-09-20	-0.020791999999999998
2012-09-21	0.000915
2012-09-24	0.003208
2012-09-25	-0.001918
2012-09-26	-0.012379000000000001
2012-09-27	0.026021
2012-09-28	0.014513999999999999
2012-10-08	-0.005632
2012-10-09	0.019673
2012-10-10	0.002228
2012-10-11	-0.008054
2012-10-12	0.000982
2012-10-15	-0.002959
2012-10-16	5e-05
2012-10-17	0.0032450000000000005
2012-10-18	0.012381
2012-10-19	-0.001588
2012-10-22	0.002094
2012-10-23	-0.008586
2012-10-24	0.00073
2012-10-25	-0.006809999999999999
2012-10-26	-0.016831
2012-10-29	-0.003517
2012-10-30	0.0016530000000000002
2012-10-31	0.003168
2012-11-01	0.017182
2012-11-02	0.0059960000000000005
2012-11-05	-0.001426
2012-11-06	-0.003797
2012-11-07	-0.000128
2012-11-08	-0.016250999999999998
2012-11-09	-0.001179
2012-11-12	0.004933
2012-11-13	-0.015094
2012-11-14	0.003677
2012-11-15	-0.012226
2012-11-16	-0.007666
2012-11-19	0.00112
2012-11-20	-0.003996
2012-11-21	0.01065
2012-11-22	-0.007244
2012-11-23	0.005841
2012-11-26	-0.004893
2012-11-27	-0.013036
2012-11-28	-0.00886
2012-11-29	-0.005085
2012-11-30	0.008468999999999999
2012-12-03	-0.010277
2012-12-04	0.007845999999999999
2012-12-05	0.028738999999999997
2012-12-06	-0.001314
2012-12-07	0.016040000000000002
2012-12-10	0.010662999999999999
2012-12-11	-0.004351
2012-12-12	0.003867
2012-12-13	-0.010203
2012-12-14	0.043245
2012-12-17	0.004518
2012-12-18	0.000982
2012-12-19	-0.00010400000000000001
2012-12-20	0.0028280000000000002
2012-12-21	-0.006938
2012-12-24	0.002667
2012-12-25	0.025269
2012-12-26	0.002494
2012-12-27	-0.005964
2012-12-28	0.012401
2012-12-31	0.016064
2013-01-04	0.0034659999999999995
2013-01-07	0.003677
2013-01-08	-0.004067
2013-01-09	-0.000321
2013-01-10	0.0036560000000000004
2013-01-11	-0.017805
2013-01-14	0.030648
2013-01-15	0.006031
2013-01-16	-0.006958
2013-01-17	-0.010647
2013-01-18	0.014075
2013-01-21	0.0048130000000000004
2013-01-22	-0.005619
2013-01-23	0.002493
2013-01-24	-0.007890000000000001
2013-01-25	-0.004905
2013-01-28	0.024092
2013-01-29	0.005315
2013-01-30	0.009961
2013-01-31	0.0012369999999999998
2013-02-01	0.014085
2013-02-04	0.003776
2013-02-05	0.002049
2013-02-06	0.000554
2013-02-07	-0.00655
2013-02-08	0.005736
2013-02-18	-0.004458
2013-02-19	-0.015958
2013-02-20	0.005986
2013-02-21	-0.029713
2013-02-22	-0.005068
2013-02-25	0.005036
2013-02-26	-0.013963999999999999
2013-02-27	0.008668
2013-02-28	0.022640999999999998
2013-03-01	-0.002573
2013-03-04	-0.036492000000000004
2013-03-05	0.02327
2013-03-06	0.008973
2013-03-07	-0.00975
2013-03-08	-0.002445
2013-03-11	-0.0034579999999999997
2013-03-12	-0.010381999999999999
2013-03-13	-0.0099
2013-03-14	0.002787
2013-03-15	0.003578
2013-03-18	-0.016847
2013-03-19	0.007776000000000001
2013-03-20	0.026552
2013-03-21	0.002964
2013-03-22	0.001736
